12,Calagry,2
13,Airdrie,2
14,Beaumont,2
15,Brooks,2
16,Camrose,2
17,Chestermere,2
18,Cold Lake,2
19,Edmonton,2
20,Fort Saskatchewan,2
21,Grande Prairie,2
22,Lacombe,2
23,Leduc,2
24,Lethbridge,2
25,Lloydminster ,2
26,Medicine Hat,2
27,Red Deer,2
28,Spruce Grove,2
29,St. Albert,2
30,Wetaskiwin,2
